age,annual_income,employment_years,debt_to_income,credit_history_length,num_credit_accounts,num_delinquencies_2y,credit_utilization,num_hard_inquiries_6m,has_mortgage,has_auto_loan,education_level,default,income_per_account,income_to_debt_ratio,credit_maturity,delinquency_rate,inquiry_intensity,debt_stress_score,financial_stability,age_income_interaction,dti_utilization_interaction,income_tier,age_group
34,81703.0,2.7,0.1155,3.6,3,0,0.4168,0,0,0,3,0,20425.75,8.657091272218809,10.8,0.0,0.0,0.18278999999999998,5.55325747177738,384.5691801347698,0.0481404,4,2
42,22259.44,5.3,0.1922,7.4,4,2,0.24,0,1,1,3,0,4451.888,5.201697788632628,29.6,0.23809523809523808,0.0,0.5681,6.443169917309392,420.4437884233149,0.046128,1,3
18,37065.04,3.3,0.3947,5.7,6,0,0.3031,2,1,1,3,0,5295.005714285714,2.533396630273813,34.2,0.0,0.29850746268656714,0.28828,5.856136939653831,189.36821637922992,0.11963357,2,1
19,80321.54,6.0,0.187,2.4,3,0,0.273,1,1,0,4,0,20080.385,5.347237578092987,7.199999999999999,0.0,0.29411764705882354,0.1754,6.268141667379457,214.58230560069887,0.051051000000000006,4,1
33,50258.0,9.6,0.158,12.4,8,0,0.5843,2,0,0,1,0,5584.222222222223,6.328316983481252,99.2,0.0,0.14925373134328357,0.25429,7.947483474308493,357.2231821739342,0.09231940000000001,3,2
27,25739.56,1.1,0.2531,2.8,6,0,0.618,2,1,0,2,0,3677.0800000000004,3.950401122636876,16.799999999999997,0.0,0.5263157894736842,0.31194999999999995,4.426746971080564,274.2072273972508,0.1564158,1,2
43,64536.79,2.0,0.1007,12.4,6,0,0.3615,1,0,0,4,0,9219.541428571429,9.928958792535038,74.4,0.0,0.07462686567164178,0.1588,7.402501866806801,476.22526757564134,0.03640305,4,3
29,31924.07,2.9,0.4108,4.2,5,0,0.2453,1,0,1,3,0,5320.678333333333,2.4340889819897265,21.0,0.0,0.1923076923076923,0.27898999999999996,5.4313440620612,300.7632593325827,0.10076924,2,2
23,143877.12,16.4,0.4634,0.2,2,0,0.4308,3,1,0,1,0,47959.04,2.157930516989106,0.4,0.0,2.5,0.36094,7.1830165493839795,273.1646021194385,0.19963271999999999,5,1
57,123859.72,2.3,0.3811,11.7,6,0,0.4652,2,0,0,4,0,17694.245714285713,2.6239276182823033,70.19999999999999,0.0,0.15748031496062992,0.33011,7.518073896246955,668.4340402869215,0.17728772,5,5
37,70435.91,2.4,0.1578,18.4,6,0,0.2064,2,1,0,1,0,10062.272857142858,6.33656551239236,110.39999999999999,0.0,0.10309278350515465,0.14082,7.808741808358099,413.011489697499,0.03256992,4,3
40,110924.38,5.3,0.2935,1.0,3,0,0.1744,3,0,1,1,0,27731.095,3.407050374540009,3.0,0.0,1.5,0.19907,5.044983900593806,464.66452007917417,0.0511864,5,3
22,50964.0,2.7,0.1607,7.0,2,0,0.377,0,0,1,2,0,16988.0,6.222015641036823,14.0,0.0,0.0,0.19345,5.7916683204807535,238.45567683525528,0.0605839,3,1
33,77595.33,15.1,0.2308,0.6,3,0,0.4295,2,1,1,2,0,19398.8325,4.332513714374111,1.7999999999999998,0.0,1.25,0.24425,7.117782623371546,371.55608857087014,0.0991286,4,2
41,118970.66,11.2,0.1941,14.2,3,0,0.3601,0,0,0,3,0,29742.665,5.151760418439683,42.599999999999994,0.0,0.0,0.20507999999999998,9.485992177741194,479.15226429129655,0.06989540999999999,5,3
26,56800.43,3.6,0.1,35.4,6,0,0.1211,1,1,0,3,0,8114.347142857143,9.998239759846914,212.39999999999998,0.0,0.027472527472527472,0.08633,11.984195034134602,284.6302362916654,0.012110000000000001,3,2
44,42061.48,5.2,0.1173,5.5,4,0,0.5553,0,1,0,4,0,8412.296,8.523421636989406,22.0,0.0,0.0,0.22524,6.534073423271217,468.46410207977857,0.06513669,2,3
32,17627.7,0.3,0.1037,3.0,3,0,0.6243,0,0,1,3,0,4406.925,9.637929131136017,9.0,0.0,0.0,0.23914,4.493185060417938,312.87307311124664,0.06473991,1,2
36,46635.62,5.9,0.1317,15.0,11,0,0.4661,1,0,1,1,0,3886.3016666666667,7.591778365479514,165.0,0.0,0.0625,0.20568000000000003,7.705042404524635,387.00508854295623,0.06138537000000001,3,3
32,80342.49,6.1,0.1161,5.9,2,0,0.1602,1,0,0,2,0,26780.83,8.61234112534552,11.8,0.0,0.14492753623188406,0.10611,6.388219904204448,361.4101231151411,0.01859922,4,2
62,86455.06,2.2,0.4404,4.8,5,0,0.0626,3,0,1,3,0,14409.176666666666,2.2706033982854454,24.0,0.0,0.5172413793103449,0.23898,5.710217476093218,704.7782783925984,0.027569040000000003,5,5
39,66344.69,1.2,0.218,2.1,4,0,0.6509,1,0,0,1,0,13268.938,4.586838823452348,8.4,0.0,0.3225806451612903,0.30427,4.290790223729198,433.00272908479576,0.1418962,4,3
27,35426.68,12.3,0.1156,7.7,2,0,0.2291,1,1,1,3,0,11808.893333333333,8.64840725517105,15.4,0.0,0.1149425287356322,0.12653,8.04257461434548,282.8317152910932,0.026483959999999997,2,2
49,14971.55,2.8,0.288,7.5,11,2,0.3828,1,0,0,4,0,1247.6291666666666,3.471417126444628,82.5,0.23529411764705882,0.11764705882352941,0.65884,6.144192141076613,471.08471637584677,0.11024639999999998,1,4
25,36419.91,5.3,0.0602,2.4,6,1,0.0892,0,0,1,3,0,5202.844285714286,16.603722643506533,14.399999999999999,0.29411764705882354,0.0,0.25686,5.590869501772218,262.57245848101815,0.00536984,2,1
42,40839.01,0.2,0.1334,1.9,11,0,0.1392,1,0,0,2,0,3403.2508333333335,7.4948761433746975,20.9,0.0,0.3448275862068966,0.10846,4.205225255140966,445.9315357197353,0.018569279999999997,2,3
18,40629.21,2.7,0.3823,4.6,9,0,0.6328,3,0,1,3,0,4062.921,2.6155784023098416,41.4,0.0,0.5357142857142857,0.38099,5.5436801472689154,191.0208088361349,0.24191943999999999,2,1
24,71049.62,8.5,0.1761,4.8,5,0,0.0789,2,0,1,3,0,11841.603333333333,5.678137888014908,24.0,0.0,0.3448275862068966,0.11172,6.911344357920887,268.10754863367106,0.01389429,4,1
42,161362.05,2.5,0.1877,1.1,6,0,0.217,0,0,0,3,0,23051.721428571425,5.327474610228081,6.6000000000000005,0.0,0.0,0.15894999999999998,5.217423622285159,503.63930711992225,0.0407309,5,3
48,52792.14,4.6,0.1289,2.6,7,2,0.414,2,1,1,2,0,6599.0175,7.756812015584265,18.2,0.5555555555555556,0.5555555555555556,0.58865,5.302240961103312,521.9585537765302,0.05336459999999999,3,4
42,43043.26,1.2,0.3286,1.4,8,0,0.0842,1,0,0,2,0,4782.584444444445,3.042998489704843,11.2,0.0,0.4166666666666667,0.18956,4.320995250289859,448.13933504058036,0.02766812,3,3
38,41959.78,2.7,0.2296,18.5,4,0,0.4806,2,1,0,4,1,8391.956,4.3549486557330574,74.0,0.0,0.10256410256410256,0.25898,8.633347195440988,404.4906447558587,0.11034576,2,3
36,52819.24,13.1,0.3507,0.6,10,0,0.2972,0,0,0,3,0,4801.749090909091,2.8512860508723903,6.0,0.0,0.0,0.26451,6.90239491887227,391.48739026467246,0.10422804000000001,3,3
22,29822.66,4.2,0.4207,16.9,8,0,0.3505,0,0,0,1,0,3313.628888888889,2.3768012887329117,135.2,0.0,0.0,0.3155,7.610917195161723,226.66726097852634,0.14745534999999999,1,1
31,52686.74,11.6,0.0546,6.0,5,0,0.7811,0,1,1,4,0,8781.123333333333,18.30865384208943,30.0,0.0,0.0,0.26163,7.981641420968193,337.0362801667133,0.04264806,3,2
34,64246.81,11.6,0.0969,8.8,9,1,0.2027,0,0,0,2,0,6424.681,10.318260026205163,79.2,0.1020408163265306,0.0,0.30926,8.001150874972028,376.3970991634965,0.01964163,4,2
52,55592.95,14.4,0.2548,20.5,5,0,0.464,1,0,0,4,0,9265.491666666667,3.9243697364978005,102.5,0.0,0.046511627906976744,0.2666,11.457748898410543,568.1431423911607,0.11822720000000002,3,4
44,64506.75,11.3,0.0655,3.6,1,0,0.2146,0,1,0,1,0,32253.375,15.263563059145115,3.6,0.0,0.0,0.09713000000000001,6.6023621951813745,487.2797886266017,0.0140563,4,3
18,63592.36,0.0,0.2513,9.7,5,0,0.1815,1,1,0,2,0,10598.726666666667,3.9790586099042913,48.5,0.0,0.09345794392523366,0.1801,5.85807930240865,199.08475814451904,0.045610950000000004,4,1
43,16930.33,13.6,0.2624,8.9,10,0,0.1541,1,1,0,3,0,1539.1209090909092,3.8101179615813785,89.0,0.0,0.10101010101010101,0.17743,8.321076309243905,418.68760432495964,0.04043584,1,3
35,71834.64,0.7,0.0894,35.6,7,0,0.4219,0,1,1,3,0,8979.33,11.183940826848989,249.20000000000002,0.0,0.0,0.17126999999999998,11.514640803213355,391.37476037489137,0.03771786,4,2
31,32774.01,0.2,0.2365,0.4,7,0,0.5345,0,0,0,1,0,4096.75125,4.227784363298175,2.8000000000000003,0.0,0.0,0.27859999999999996,3.539226484122737,322.3200700260162,0.12640925,2,2
47,25399.8,0.3,0.3282,4.9,3,0,0.2803,1,0,0,2,0,6349.95,3.0465571476562108,14.700000000000001,0.0,0.1694915254237288,0.24819,4.682760784572088,476.69918958296057,0.09199446,1,4
52,25268.88,2.1,0.1497,36.5,9,0,0.2254,0,0,1,2,0,2526.888,6.6782612693341115,328.5,0.0,0.0,0.14246999999999999,11.361210535497122,527.1431594861679,0.033742379999999995,1,4
51,63584.5,4.8,0.1471,3.2,6,0,0.2692,3,0,0,2,0,9083.5,6.797369796485511,19.200000000000003,0.0,0.7142857142857143,0.15431,5.518042220774124,564.067177531601,0.03959932,4,4
29,42892.62,2.6,0.0161,27.0,6,0,0.3832,0,1,0,3,0,6127.517142857143,62.02198864902962,162.0,0.0,0.0,0.12301,10.019943512772334,309.3278729013256,0.0061695199999999995,3,2
36,17868.93,0.1,0.2705,13.6,0,0,0.5939,0,0,0,3,0,17868.93,3.6960929956609063,0.0,0.0,0.0,0.31342000000000003,6.577262407289851,352.47148887478215,0.16064995,1,3
43,65304.92,3.2,0.0432,3.3,4,0,0.0581,1,0,0,2,0,13060.984,23.13994590403045,13.2,0.0,0.23255813953488372,0.039029999999999995,5.226051390896356,476.7340326951445,0.00250992,4,3
51,20665.79,2.9,0.3279,0.2,6,0,0.4272,1,0,0,4,0,2952.2557142857145,3.0492602893817167,1.2000000000000002,0.0,0.8333333333333334,0.29211,4.800885002924974,506.7504504972456,0.14007888000000002,1,4
34,53310.73,7.1,0.1223,2.6,7,0,0.1482,6,1,0,3,0,6663.84125,8.175360972925874,18.2,0.0,1.6666666666666665,0.10561000000000001,6.105173498296363,370.0529964735879,0.01812486,3,2
37,56562.38,1.6,0.2877,1.1,4,0,0.9375,1,1,0,2,0,11312.475999999999,3.4756293092792405,4.4,0.0,0.47619047619047616,0.42510000000000003,4.4229351174996925,404.89533115829533,0.26971875,3,3
26,83395.22,1.2,0.2058,4.5,3,0,0.7487,1,0,0,4,0,20848.805,4.858803389831344,13.5,0.0,0.18181818181818182,0.32751,5.739407479073604,294.6153148530457,0.15408246,5,2
25,142772.95,1.5,0.2395,22.4,8,0,0.5568,1,0,0,2,0,15863.661111111112,4.175243240344063,179.2,0.0,0.042735042735042736,0.28679,8.9407053667832,296.72544723193346,0.1333536,5,1
49,21616.11,1.8,0.1172,5.7,4,0,0.2425,1,0,0,3,0,4323.222,8.529056574682054,22.8,0.0,0.14925373134328357,0.13135,5.394372122919837,489.08078007690676,0.028421,1,4
56,47501.46,4.6,0.1522,4.7,2,0,0.4947,3,1,1,3,0,15833.82,6.569393569174498,9.4,0.0,0.5263157894736842,0.22451,5.990561033446616,603.0380595767017,0.07529334,3,5
39,41531.14,3.2,0.0755,1.9,4,0,0.4177,2,0,0,2,0,8306.228,13.240810378222566,7.6,0.0,0.6896551724137931,0.16306,4.810266859293718,414.7346917081834,0.03153635,2,3
52,63592.44,2.1,0.0295,7.8,4,0,0.5354,3,0,0,1,0,12718.488000000001,33.880245031028565,31.2,0.0,0.3409090909090909,0.17536999999999997,5.598079679806305,575.1338111664262,0.015794299999999997,4,4
44,55792.86,2.3,0.2016,4.9,6,0,0.2506,4,0,1,2,0,7970.408571428571,4.959876497764315,29.400000000000002,0.0,0.6779661016949152,0.17598,5.318825731941816,480.89444068479975,0.05052096,3,3
32,39674.83,2.3,0.2967,11.9,6,2,0.722,1,1,0,3,0,5667.832857142857,3.3701215248884293,71.4,0.15503875968992248,0.07751937984496124,0.76495,6.916549239545176,338.8319188848187,0.2142174,2,2
44,37626.31,18.0,0.1998,5.8,5,0,0.3469,1,0,1,2,0,6271.051666666666,5.004339334004754,29.0,0.0,0.14705882352941177,0.20396999999999998,8.52064561865462,463.5613574026774,0.06931062,2,3
58,25087.61,1.3,0.2326,17.4,4,0,0.528,0,1,0,2,0,5017.522,4.298489513587006,69.6,0.0,0.0,0.2747,7.379050771180342,587.549815761533,0.1228128,1,5
39,88673.55,8.5,0.2202,12.2,4,0,0.4497,0,0,0,3,0,17734.71,4.541093499706616,48.8,0.0,0.0,0.24501,8.457818461475377,444.31639999179896,0.09902394,5,3
58,64571.12,6.2,0.0811,1.3,7,1,0.7879,1,1,1,3,0,8071.39,12.32810206107338,9.1,0.4347826086956522,0.4347826086956522,0.47692,5.722661405299899,642.381205024647,0.06389869000000001,4,5
18,85021.63,0.0,0.2802,1.2,3,0,0.2638,3,1,0,4,0,21255.4075,3.568729570404974,3.5999999999999996,0.0,1.3636363636363635,0.21924,4.845201820599673,204.3121092359804,0.07391676,5,1
49,40691.0,24.9,0.4187,0.2,4,0,0.396,2,1,0,2,0,8138.2,2.388204702109833,0.8,0.0,1.6666666666666667,0.32815,8.804136037574091,520.0755528037683,0.1658052,2,4
41,33054.03,7.1,0.1153,3.7,5,0,0.3093,0,0,0,2,0,5509.005,8.670751773083907,18.5,0.0,0.0,0.15044,5.881778708203663,426.64309012116735,0.03566229,2,3
36,25668.27,5.7,0.1012,0.4,1,0,0.5418,2,1,0,3,0,12834.135,9.87762037239604,0.4,0.0,1.4285714285714286,0.21314,5.165914950678683,365.50979408144195,0.054830159999999996,1,3
41,60800.33,2.6,0.3345,4.8,5,0,0.4082,0,0,1,3,0,10133.388333333334,2.989389634302519,24.0,0.0,0.0,0.28971,5.684610082814501,451.6300446513152,0.13654290000000002,4,3
18,26268.45,4.1,0.054,2.2,8,0,0.9138,2,1,0,3,0,2918.7166666666667,18.505472680696666,17.6,0.0,0.625,0.30114,5.212848583809308,183.1709150285585,0.0493452,1,1
37,148627.41,1.5,0.3518,5.5,4,1,0.4785,2,0,0,2,0,29725.482,2.8424697987433993,22.0,0.15384615384615385,0.3076923076923077,0.51945,5.572761373214002,440.6405693630603,0.1683363,5,3
44,22368.62,0.2,0.1165,1.4,2,0,0.2738,0,0,0,4,1,7456.206666666666,8.580398361648111,2.8,0.0,0.0,0.14039,4.524637720191105,440.6801989613621,0.0318977,1,3
57,57768.34,9.0,0.2078,6.4,4,0,0.3628,3,1,1,2,0,11553.668,4.811918687130603,25.6,0.0,0.4054054054054054,0.21274,6.969264039228559,624.9601674534263,0.07538984000000001,4,5
33,125506.5,11.3,0.1364,27.2,4,0,0.3725,0,0,0,3,0,25101.3,7.330950066572678,108.8,0.0,0.0,0.17995,12.122036239017362,387.42398629190967,0.050809,5,2
30,70224.59,0.9,0.3597,8.1,4,0,0.1191,1,1,1,3,0,14044.918,2.7799844674684637,32.4,0.0,0.10989010989010989,0.21558,6.047840416051065,334.7840416051064,0.04284027,4,2
33,54469.94,7.7,0.2049,6.6,5,1,0.3219,3,1,0,2,0,9078.323333333334,4.879992237401146,33.0,0.13157894736842105,0.39473684210526316,0.39902000000000004,6.731626788230385,359.8789467053424,0.06595731,3,2
50,27416.76,6.8,0.2021,12.4,7,0,0.0708,1,0,0,3,0,3427.095,4.947152683598697,86.8,0.0,0.07462686567164178,0.12229,7.805683877275152,510.9473128791919,0.01430868,1,4
43,21395.56,1.0,0.469,0.0,6,0,0.3782,1,0,0,3,0,3056.5085714285715,2.131983697056209,0.0,0.0,1.0,0.34796,4.0912956321275304,428.7523739382794,0.17737579999999997,1,3
33,77810.38,2.7,0.2794,2.7,6,1,0.2354,2,0,0,2,1,11115.768571428573,3.5789334446007834,16.200000000000003,0.27027027027027023,0.5405405405405405,0.41032,5.058612891588983,371.6474180747882,0.06577076,4,2
46,121017.25,2.7,0.157,34.7,11,0,0.0896,1,1,0,3,0,10084.770833333334,6.3690915311012155,381.70000000000005,0.0,0.028011204481792715,0.10538,11.8911089918956,538.3700454239918,0.0140672,5,4
41,37672.66,7.1,0.1815,12.2,4,0,0.3393,1,0,0,2,0,7534.532000000001,5.508836203739077,48.8,0.0,0.07575757575757576,0.19254,7.621014936652941,432.00537467590215,0.06158295,2,3
51,24749.56,9.1,0.3025,0.8,4,0,0.4709,1,0,0,4,0,4949.912,3.3053436310351456,3.2,0.0,0.5555555555555556,0.29252,6.214981018201048,515.9467730941781,0.14244725,1,4
31,11216.02,0.5,0.1091,3.2,6,0,0.6705,3,1,1,1,0,1602.2885714285715,9.158418442006504,19.200000000000003,0.0,0.7142857142857143,0.2557,3.8375562639954706,289.0808139461986,0.07315155,1,2
36,27215.48,4.1,0.1239,4.6,3,0,0.0053,1,1,0,2,0,6803.87,8.0686321859431,13.799999999999999,0.0,0.17857142857142858,0.06354,5.403473385349326,367.6168062419192,0.0006566699999999999,1,3
35,45789.31,7.2,0.1295,21.8,3,1,0.0604,0,0,0,2,0,11447.3275,7.720705685595216,65.4,0.043859649122807015,0.0,0.28287,9.619548332699605,375.61397214828725,0.0078218,3,2
22,127960.12,7.7,0.2048,7.1,3,0,0.6032,0,0,0,2,0,31990.03,4.882626184543538,21.299999999999997,0.0,0.0,0.28336,7.087844524028114,258.70859842872835,0.12353536,5,1
43,73414.75,0.8,0.1433,0.6,5,0,0.2884,4,0,0,2,0,12235.791666666666,6.977703803315599,3.0,0.0,2.5,0.15817,4.2411681307722375,481.767432077354,0.04132772,4,3
43,58867.9,3.7,0.08,5.7,6,0,0.1577,1,1,1,4,0,8409.7,12.497346315582096,34.2,0.0,0.14925373134328357,0.08731,6.374920464982723,472.2719333141902,0.012616,4,3
40,38558.36,9.7,0.0596,2.7,1,0,0.585,0,0,0,2,0,19279.18,16.771225555012162,2.7,0.0,0.0,0.20529999999999998,6.2479862453229105,422.39816604305474,0.034866,2,3
37,34547.85,1.9,0.4292,3.3,8,0,0.2742,2,0,1,3,0,3838.6499999999996,2.3297590034574305,26.4,0.0,0.46511627906976744,0.29686,5.075038863064336,386.6547931112682,0.11768664000000001,2,3
23,113935.59,2.8,0.2363,1.0,4,0,0.5267,1,1,0,1,0,22787.118,4.231751410869989,4.0,0.0,0.5,0.27615999999999996,4.55301920336627,267.79813892474743,0.12445920999999999,5,1
34,55295.3,8.2,0.4288,4.9,6,0,0.1753,2,0,0,2,0,7899.328571428572,2.331991200076622,29.400000000000002,0.0,0.3389830508474576,0.26699,6.496138383248869,371.2956834348719,0.07516864000000001,3,2
35,13883.27,0.5,0.2932,8.9,6,0,0.3741,1,1,1,2,0,1983.3242857142857,3.409803529276418,53.400000000000006,0.0,0.10101010101010101,0.25883,5.3415535470913635,333.8479138273258,0.10968612,1,2
30,32724.4,9.8,0.0675,11.4,6,1,0.4364,2,0,1,3,0,4674.914285714286,14.8081109662577,68.4,0.08064516129032258,0.16129032258064516,0.36467000000000005,8.258772044132334,311.8772044132334,0.029457000000000004,2,2
38,29292.02,1.9,0.1711,9.5,2,0,0.4133,2,1,0,2,0,9764.006666666666,5.843369452158327,19.0,0.0,0.19047619047619047,0.20954,5.9655313624107125,390.83397257202364,0.07071563,1,3
44,35321.3,0.0,0.2853,8.6,3,2,0.1862,2,1,0,1,1,8830.325,3.5047345797624514,25.799999999999997,0.20833333333333334,0.20833333333333334,0.59851,5.161680931453164,460.77986994646415,0.05312286,2,3
62,68716.62,1.3,0.2394,16.3,6,0,0.4876,3,0,0,4,1,9816.66,4.1768555397887335,97.80000000000001,0.0,0.17341040462427745,0.26598,8.061328276829158,690.5411772113595,0.11673143999999999,4,5
42,45960.29,0.5,0.2267,3.2,2,0,0.7187,0,1,0,2,1,15320.096666666666,4.410692688713595,6.4,0.0,0.0,0.32896000000000003,4.560666439836174,450.89330157706434,0.16292929,3,3
43,46811.34,0.5,0.4198,1.9,4,1,0.3424,2,0,0,3,0,9362.268,2.381965496977181,7.6,0.3448275862068966,0.6896551724137931,0.5126200000000001,4.606170636708963,462.41779126161816,0.14373951999999998,3,3
39,107805.49,5.9,0.3939,0.7,5,0,0.1107,4,1,0,3,0,17967.58166666667,2.538655627108725,3.5,0.0,2.3529411764705883,0.23015999999999998,5.696427941917941,451.93563244933245,0.04360473,5,3
18,32277.42,1.2,0.166,1.4,8,0,0.6095,2,0,0,4,0,3586.3799999999997,6.022972288089803,11.2,0.0,0.8333333333333334,0.26585000000000003,4.834646252340916,186.878775140455,0.10117700000000002,2,1
39,150019.37,13.6,0.1233,1.3,4,0,0.3227,2,0,0,1,0,30003.874,8.109861648308728,5.2,0.0,0.8695652173913044,0.15846,6.855557909157523,464.8225281904779,0.039788910000000004,5,3
40,32768.25,3.6,0.2737,19.5,7,0,0.0702,0,0,0,3,0,4096.03125,3.6532280349967503,136.5,0.0,0.0,0.15791,8.639173756393278,415.8898341857704,0.01921374,2,3
69,51715.82,3.1,0.203,1.6,3,0,0.7461,2,1,0,2,1,12928.955,4.925639190438875,4.800000000000001,0.0,0.7692307692307692,0.32533,4.796061503823017,748.894145879294,0.15145830000000002,3,5
37,41410.01,2.8,0.0516,0.8,2,0,0.17,2,0,0,3,0,13803.336666666668,19.370779455035002,1.6,0.0,1.1111111111111112,0.07680000000000001,4.809390619945823,393.3581764599849,0.008772,2,3
43,52788.65,5.9,0.2791,4.1,3,0,0.3874,3,0,1,1,0,13197.1625,3.5827020107704426,12.299999999999999,0.0,0.5882352941176471,0.25577,5.562221128325635,467.5850283933409,0.10812334000000001,3,3
39,64007.48,3.0,0.1976,1.5,7,0,0.4605,1,1,1,4,0,8000.935,5.060328651845976,10.5,0.0,0.4,0.23695,5.420031256069338,431.60406328901394,0.0909948,4,3
25,63595.7,0.7,0.1419,1.1,9,1,0.5921,1,0,0,1,0,6359.57,7.046435514429442,9.9,0.47619047619047616,0.47619047619047616,0.44858,3.9780950583568786,276.50792152973986,0.08401898999999999,4,1
53,31198.63,10.6,0.5334,3.6,9,0,0.3596,0,0,1,4,0,3119.8630000000003,1.874653003992043,32.4,0.0,0.0,0.37457999999999997,7.144448454425869,548.4525602819035,0.19181063999999998,2,4
49,24990.5,2.8,0.4009,20.1,8,0,0.1943,1,0,0,2,0,2776.722222222222,2.494138679290369,160.8,0.0,0.04739336492890995,0.25873999999999997,8.21788731381117,496.1882612558244,0.07789486999999999,1,4
49,220114.48,0.4,0.3726,0.2,5,0,0.4574,0,1,0,3,0,36685.746666666666,2.683810540005015,1.0,0.0,0.0,0.32352,4.710572279012647,602.7934722387322,0.17042723999999998,5,4
29,36666.15,3.8,0.2769,1.9,5,0,0.554,1,1,0,1,0,6111.025000000001,3.611056393124176,9.5,0.0,0.3448275862068966,0.30465,4.592890961351324,304.77945959729465,0.1534026,2,2
56,74572.53,5.2,0.1527,13.9,3,0,0.5264,1,1,0,3,0,18643.1325,6.548213425054507,41.7,0.0,0.06711409395973154,0.23426999999999998,8.085862269246713,628.2942902593862,0.08038128,4,5
23,18683.86,1.6,0.1556,2.3,4,0,0.4986,2,0,0,3,0,3736.772,6.424525358052925,9.2,0.0,0.6060606060606061,0.22737999999999997,4.630640654775107,226.21578353275822,0.07758216,1,1
47,41449.55,8.1,0.1214,4.7,5,0,0.2065,1,0,0,4,0,6908.258333333334,8.235595637337681,23.5,0.0,0.17543859649122806,0.12264999999999998,6.949676928842261,499.7160521852875,0.025069099999999997,2,4
66,45418.75,5.5,0.0848,0.8,7,1,0.2482,1,0,0,2,0,5677.34375,11.789391851026991,5.6000000000000005,0.5555555555555556,0.5555555555555556,0.31686000000000003,5.0771106934383665,707.7643525564407,0.02104736,3,5
28,65100.6,5.3,0.4928,12.7,3,0,0.379,0,0,0,4,0,16275.15,2.0291575292872492,38.099999999999994,0.0,0.0,0.3601,8.125111321640281,310.34372335309286,0.1867712,4,2
33,9571.33,2.7,0.4879,10.7,2,0,0.841,0,0,1,2,0,3190.443333333333,2.0491615214038084,21.4,0.0,0.0,0.49624999999999997,6.029989577196308,302.4988534915939,0.41032389999999996,1,2
41,54159.27,16.3,0.1991,1.1,8,0,0.3442,0,1,1,3,0,6017.696666666667,5.022135966756336,8.8,0.0,0.0,0.20281,7.649910867840804,446.8878186049099,0.06853022,3,3
33,24591.48,1.6,0.4183,23.6,3,0,0.5838,0,0,0,2,0,6147.87,2.3903963560854824,70.80000000000001,0.0,0.0,0.38429,8.673058795239152,333.63646747630673,0.24420354,1,2
21,59552.14,4.3,0.1517,7.1,9,0,0.2406,1,0,0,2,0,5955.214,6.591228213871807,63.9,0.0,0.1234567901234568,0.14803,6.178387290657797,230.88711034604586,0.03649902,4,1
